timestamp,depth,pressure,rpm,temperature,wob
2026-06-13 12:25:00,2425,3606,108,101,13.5
2026-06-13 12:26:00,2438,3322,107,101,11.0
2026-06-13 12:27:00,2451,2667,117,74,12.5
2026-06-13 12:28:00,2459,3128,112,103,11.5
2026-06-13 12:29:00,2472,3596,111,83,13.4
2026-06-13 12:30:00,2479,3448,134,94,9.2
2026-06-13 12:31:00,2490,2824,113,102,12.2
2026-06-13 12:32:00,2500,2718,114,104,12.4
2026-06-13 12:33:00,2512,3418,124,72,13.0
2026-06-13 12:34:00,2525,2980,114,111,8.6
2026-06-13 12:35:00,2534,3014,109,107,10.8
2026-06-13 12:36:00,2539,3585,116,103,13.5
2026-06-13 12:37:00,2546,3771,134,94,12.6
2026-06-13 12:38:00,2560,3087,114,85,16.3
2026-06-13 12:39:00,2572,3334,111,77,10.7
2026-06-13 12:40:00,2582,3324,121,71,7.0
2026-06-13 12:41:00,2594,3293,116,98,10.8
2026-06-13 12:42:00,2607,3364,140,103,5.3
2026-06-13 12:43:00,2615,3615,112,89,13.8
2026-06-13 12:44:00,2620,3114,132,84,12.0
2026-06-13 12:45:00,2625,2816,127,91,13.0
2026-06-13 12:46:00,2639,3942,115,82,13.4
2026-06-13 12:47:00,2647,3731,118,90,14.6
2026-06-13 12:48:00,2658,2964,110,82,5.5
2026-06-13 12:49:00,2664,3397,114,97,6.9
2026-06-13 12:50:00,2671,3704,115,105,10.1
2026-06-13 12:51:00,2676,3612,119,96,11.2
2026-06-13 12:52:00,2685,3512,107,89,12.5
2026-06-13 12:53:00,2690,3290,120,102,12.3
2026-06-13 12:54:00,2702,3955,117,90,12.4
2026-06-13 12:55:00,2707,3427,121,101,8.1
2026-06-13 12:56:00,2712,3170,122,82,10.0
2026-06-13 12:57:00,2718,3655,116,84,11.2
2026-06-13 12:58:00,2724,3384,122,78,11.6
2026-06-13 12:59:00,2734,3472,117,84,10.7
2026-06-13 13:00:00,2745,3421,124,102,12.6
2026-06-13 13:01:00,2754,3524,121,80,9.1
2026-06-13 13:02:00,2759,3008,119,62,10.8
2026-06-13 13:03:00,2764,2842,117,85,13.3
2026-06-13 13:04:00,2771,3852,128,76,12.5
2026-06-13 13:05:00,2777,3437,121,84,11.1
2026-06-13 13:06:00,2786,3620,107,115,11.1
2026-06-13 13:07:00,2800,2734,114,79,10.8
2026-06-13 13:08:00,2810,3723,116,98,11.2
2026-06-13 13:09:00,2821,3167,118,89,10.7
2026-06-13 13:10:00,2829,3068,119,94,11.1
2026-06-13 13:11:00,2840,3328,110,84,12.7
2026-06-13 13:12:00,2852,3008,117,104,12.7
2026-06-13 13:13:00,2857,3349,115,95,8.7
2026-06-13 13:14:00,2867,3302,127,95,16.5
2026-06-13 13:15:00,2879,3721,110,91,10.6
2026-06-13 13:16:00,2888,3880,118,105,13.2
2026-06-13 13:17:00,2896,3869,113,97,9.3
2026-06-13 13:18:00,2902,2557,133,94,15.7
2026-06-13 13:19:00,2912,3023,128,98,13.3
2026-06-13 13:20:00,2922,2554,105,69,13.0
2026-06-13 13:21:00,2927,2932,112,92,11.6
2026-06-13 13:22:00,2940,3123,125,89,7.4
2026-06-13 13:23:00,2950,3494,122,104,16.2
2026-06-13 13:24:00,2957,3168,121,82,14.1
2026-06-13 13:25:00,2965,3178,120,92,11.2
2026-06-13 13:26:00,2973,3414,126,113,13.2
2026-06-13 13:27:00,2980,2752,124,90,8.7
2026-06-13 13:28:00,2994,3056,116,74,7.2
2026-06-13 13:29:00,3001,3174,108,116,12.0
2026-06-13 13:30:00,3008,3279,104,81,10.0
2026-06-13 13:31:00,3016,3377,117,78,10.8
2026-06-13 13:32:00,3027,3875,103,78,11.9
2026-06-13 13:33:00,3035,3668,120,99,9.0
2026-06-13 13:34:00,3048,3081,116,106,11.8
2026-06-13 13:35:00,3053,3259,134,111,9.2
2026-06-13 13:36:00,3065,3235,121,90,14.5
2026-06-13 13:37:00,3076,3170,118,78,11.7
2026-06-13 13:38:00,3082,3445,105,83,13.3
2026-06-13 13:39:00,3094,2699,108,90,7.6
2026-06-13 13:40:00,3099,3658,123,90,13.5
2026-06-13 13:41:00,3112,3943,115,106,15.7
2026-06-13 13:42:00,3125,3256,138,74,12.3
2026-06-13 13:43:00,3131,3249,117,77,13.3
2026-06-13 13:44:00,3142,3405,119,86,11.4
2026-06-13 13:45:00,3156,3707,107,94,12.9
2026-06-13 13:46:00,3163,3236,126,85,16.0
2026-06-13 13:47:00,3174,3677,111,84,17.6
2026-06-13 13:48:00,3188,3521,122,104,12.8
2026-06-13 13:49:00,3201,4177,124,96,9.5
2026-06-13 13:50:00,3209,3235,119,78,13.6
2026-06-13 13:51:00,3214,2658,132,84,8.9
2026-06-13 13:52:00,3220,2848,113,96,10.4
2026-06-13 13:53:00,3225,3354,131,75,10.7
2026-06-13 13:54:00,3234,3710,108,96,17.1
2026-06-13 13:55:00,3243,3122,124,86,15.6
2026-06-13 13:56:00,3254,3269,117,94,15.1
2026-06-13 13:57:00,3267,3590,112,91,14.1
2026-06-13 13:58:00,3280,3012,105,77,9.7
2026-06-13 13:59:00,3287,3136,116,82,12.6
2026-06-13 14:00:00,3294,2941,115,107,16.6
2026-06-13 14:01:00,3301,3762,119,118,13.1
2026-06-13 14:02:00,3309,3890,124,69,14.6
2026-06-13 14:03:00,3321,2797,112,103,8.0
2026-06-13 14:04:00,3331,3300,132,94,13.8
2026-06-13 14:05:00,3343,3843,114,115,9.4
2026-06-13 14:06:00,3348,3490,123,83,11.4
2026-06-13 14:07:00,3360,3179,119,101,15.6
2026-06-13 14:08:00,3368,2809,116,86,12.9
2026-06-13 14:09:00,3373,3754,118,105,14.0
2026-06-13 14:10:00,3385,3476,110,118,11.5
2026-06-13 14:11:00,3393,2834,115,93,7.2
2026-06-13 14:12:00,3403,3766,107,76,9.7
2026-06-13 14:13:00,3415,2790,114,107,13.7
2026-06-13 14:14:00,3423,3273,114,97,12.8
2026-06-13 14:15:00,3430,3257,125,95,16.2
2026-06-13 14:16:00,3443,3916,115,109,12.3
2026-06-13 14:17:00,3450,3259,114,76,9.8
2026-06-13 14:18:00,3463,3257,120,81,11.9
2026-06-13 14:19:00,3469,2873,119,97,14.5
2026-06-13 14:20:00,3475,3126,113,81,7.6
2026-06-13 14:21:00,3481,3064,121,86,12.9
2026-06-13 14:22:00,3491,3082,117,105,8.8
2026-06-13 14:23:00,3498,3352,113,95,12.4
2026-06-13 14:24:00,3511,2500,114,76,13.8
2026-06-13 14:25:00,3519,2821,126,95,13.4
2026-06-13 14:26:00,3524,3311,114,105,15.4
2026-06-13 14:27:00,3532,3392,120,92,12.6
2026-06-13 14:28:00,3537,3268,108,100,13.3
2026-06-13 14:29:00,3546,3336,127,84,13.4
2026-06-13 14:30:00,3554,3207,113,93,9.6
2026-06-13 14:31:00,3566,3344,121,71,11.7
2026-06-13 14:32:00,3578,3502,116,98,5.9
2026-06-13 14:33:00,3589,3499,121,94,12.9
2026-06-13 14:34:00,3596,3109,122,75,5.1
2026-06-13 14:35:00,3601,3670,117,108,14.1
2026-06-13 14:36:00,3606,3405,103,97,16.1
2026-06-13 14:37:00,3613,3781,127,82,13.2
2026-06-13 14:38:00,3623,3852,117,98,13.6
2026-06-13 14:39:00,3634,2845,121,78,15.0
2026-06-13 14:40:00,3644,3049,124,80,10.9
2026-06-13 14:41:00,3654,3635,114,78,8.8
2026-06-13 14:42:00,3664,2767,122,78,11.8
2026-06-13 14:43:00,3671,3847,112,95,10.1
2026-06-13 14:44:00,3681,3230,121,91,12.2
2026-06-13 14:45:00,3693,3551,118,99,12.6
2026-06-13 14:46:00,3699,3309,115,60,10.8
2026-06-13 14:47:00,3708,2863,118,85,10.2
2026-06-13 14:48:00,3713,3719,110,85,6.6
2026-06-13 14:49:00,3718,4313,120,91,11.6
2026-06-13 14:50:00,3727,3170,121,90,10.9
2026-06-13 14:51:00,3734,3237,121,93,11.1
2026-06-13 14:52:00,3742,2500,130,91,13.8
2026-06-13 14:53:00,3749,3823,117,84,16.9
2026-06-13 14:54:00,3754,3669,118,85,11.1
2026-06-13 14:55:00,3759,2743,109,89,13.0
2026-06-13 14:56:00,3768,2627,131,96,12.6
2026-06-13 14:57:00,3778,2668,106,91,14.8
2026-06-13 14:58:00,3785,3576,120,81,9.7
2026-06-13 14:59:00,3798,3611,113,80,9.6
2026-06-13 15:00:00,3807,3027,118,96,9.9
2026-06-13 15:01:00,3819,3525,108,99,6.3
2026-06-13 15:02:00,3824,3406,125,103,11.9
2026-06-13 15:03:00,3833,3221,110,84,9.4
2026-06-13 15:04:00,3840,3690,127,67,12.6
2026-06-13 15:05:00,3845,2928,111,95,6.0
2026-06-13 15:06:00,3853,3752,126,81,11.9
2026-06-13 15:07:00,3862,3095,111,89,11.4
2026-06-13 15:08:00,3873,3974,113,92,10.6
2026-06-13 15:09:00,3878,2998,118,97,14.5
2026-06-13 15:10:00,3885,3227,111,101,10.0
2026-06-13 15:11:00,3891,3371,111,104,12.8
2026-06-13 15:12:00,3904,3368,111,106,10.4
2026-06-13 15:13:00,3918,3522,121,91,16.1
2026-06-13 15:14:00,3928,2900,118,70,11.7
2026-06-13 15:15:00,3942,3337,118,83,13.7
2026-06-13 15:16:00,3949,3398,115,107,13.5
2026-06-13 15:17:00,3961,3165,122,92,14.9
2026-06-13 15:18:00,3973,3491,126,116,12.4
2026-06-13 15:19:00,3979,2879,123,85,8.7
2026-06-13 15:20:00,3989,3236,116,118,13.1
2026-06-13 15:21:00,4000,3086,108,90,12.7
2026-06-13 15:22:00,4006,3237,102,85,5.0
2026-06-13 15:23:00,4020,3856,117,81,7.8
2026-06-13 15:24:00,4026,3863,102,98,13.8
2026-06-13 15:25:00,4040,3795,116,73,15.6
2026-06-13 15:26:00,4045,3188,129,83,11.8
2026-06-13 15:27:00,4057,3668,109,89,14.0
2026-06-13 15:28:00,4062,3389,108,63,12.3
2026-06-13 15:29:00,4075,3366,123,89,12.1
2026-06-13 15:30:00,4085,3323,96,111,11.6
2026-06-13 15:31:00,4096,3965,121,95,12.2
2026-06-13 15:32:00,4110,3828,130,82,13.0
2026-06-13 15:33:00,4121,3611,111,84,11.0
2026-06-13 15:34:00,4135,3290,110,94,15.1
2026-06-13 15:35:00,4142,3364,123,84,9.5
2026-06-13 15:36:00,4148,3536,109,96,16.3
2026-06-13 15:37:00,4161,3167,124,84,11.5
2026-06-13 15:38:00,4173,3678,109,78,11.9
2026-06-13 15:39:00,4187,3028,132,104,10.4
2026-06-13 15:40:00,4198,3487,123,99,13.0
2026-06-13 15:41:00,4211,2549,118,67,11.1
2026-06-13 15:42:00,4219,3157,132,86,10.8
2026-06-13 15:43:00,4227,4077,126,103,13.5
2026-06-13 15:44:00,4232,3713,121,88,14.9
2026-06-13 15:45:00,4244,3887,103,83,9.4
2026-06-13 15:46:00,4251,3116,112,87,14.1
2026-06-13 15:47:00,4262,3386,127,91,15.1
2026-06-13 15:48:00,4268,3799,108,88,7.6
2026-06-13 15:49:00,4274,3572,112,89,9.9
2026-06-13 15:50:00,4285,3528,110,88,15.1
2026-06-13 15:51:00,4295,3921,121,78,12.9
2026-06-13 15:52:00,4302,2986,126,78,16.3
2026-06-13 15:53:00,4315,3286,126,77,11.6
2026-06-13 15:54:00,4329,2736,111,91,10.7
2026-06-13 15:55:00,4339,2967,121,97,15.4
2026-06-13 15:56:00,4353,3726,111,79,9.9
2026-06-13 15:57:00,4367,3029,116,72,11.4
2026-06-13 15:58:00,4377,3607,122,80,13.4
2026-06-13 15:59:00,4382,3930,126,107,13.6
2026-06-13 16:00:00,4390,3288,101,86,10.0
2026-06-13 16:01:00,4404,3532,119,87,12.7
2026-06-13 16:02:00,4414,3610,129,80,11.3
2026-06-13 16:03:00,4424,2922,120,97,7.8
2026-06-13 16:04:00,4433,3134,119,89,10.8
2026-06-13 16:05:00,4438,2999,113,81,7.9
2026-06-13 16:06:00,4450,3162,129,78,10.4
2026-06-13 16:07:00,4459,3601,114,95,9.0
2026-06-13 16:08:00,4468,3142,117,93,13.9
2026-06-13 16:09:00,4479,3338,114,75,12.8
2026-06-13 16:10:00,4487,2985,119,105,15.8
2026-06-13 16:11:00,4497,3779,129,82,9.7
2026-06-13 16:12:00,4505,3159,111,63,12.3
2026-06-13 16:13:00,4512,3883,119,108,9.2
2026-06-13 16:14:00,4523,3371,121,89,10.4
2026-06-13 16:15:00,4535,2858,112,95,11.0
2026-06-13 16:16:00,4543,3290,118,110,16.9
2026-06-13 16:17:00,4549,2978,133,78,12.9
2026-06-13 16:18:00,4563,3556,104,96,11.7
2026-06-13 16:19:00,4570,3259,115,104,14.7
2026-06-13 16:20:00,4575,3407,120,79,13.7
2026-06-13 16:21:00,4587,3221,115,108,11.9
2026-06-13 16:22:00,4594,3156,140,73,13.7
2026-06-13 16:23:00,4608,3009,122,89,11.2
2026-06-13 16:24:00,4619,3643,110,77,19.5
2026-06-13 16:25:00,4633,3289,99,98,15.1
2026-06-13 16:26:00,4642,3240,121,78,11.0
2026-06-13 16:27:00,4656,3281,112,83,13.9
2026-06-13 16:28:00,4665,3112,128,79,13.4
2026-06-13 16:29:00,4676,3241,116,76,12.7
2026-06-13 16:30:00,4689,3422,113,81,13.3
2026-06-13 16:31:00,4698,2988,113,89,10.0
2026-06-13 16:32:00,4703,3039,126,89,10.9
2026-06-13 16:33:00,4717,3832,121,87,16.1
2026-06-13 16:34:00,4731,3223,132,82,12.5
2026-06-13 16:35:00,4736,3157,116,86,10.2
2026-06-13 16:36:00,4742,2880,125,71,11.6
2026-06-13 16:37:00,4752,3648,125,82,10.7
2026-06-13 16:38:00,4765,2980,123,87,14.2
2026-06-13 16:39:00,4777,3345,114,94,10.6
2026-06-13 16:40:00,4786,2752,122,92,12.1
2026-06-13 16:41:00,4791,3636,117,75,10.3
2026-06-13 16:42:00,4802,3762,117,95,17.5
2026-06-13 16:43:00,4811,3520,112,91,13.6
2026-06-13 16:44:00,4821,2813,101,107,13.5
2026-06-13 16:45:00,4832,3644,128,72,13.7
2026-06-13 16:46:00,4839,3060,121,88,11.0
2026-06-13 16:47:00,4853,2940,107,102,15.8
2026-06-13 16:48:00,4860,3216,124,86,11.8
2026-06-13 16:49:00,4869,3209,128,79,16.4
2026-06-13 16:50:00,4879,3173,124,80,11.2
2026-06-13 16:51:00,4892,3796,111,99,13.8
2026-06-13 16:52:00,4901,4054,112,71,12.4
2026-06-13 16:53:00,4906,2871,114,86,12.7
2026-06-13 16:54:00,4914,3109,125,79,7.8
2026-06-13 16:55:00,4923,3400,122,80,9.5
2026-06-13 16:56:00,4937,3214,140,95,15.8
2026-06-13 16:57:00,4951,3490,105,85,8.8
2026-06-13 16:58:00,4960,3671,118,93,14.2
2026-06-13 16:59:00,4971,3612,103,75,18.5
2026-06-13 17:00:00,4979,3563,123,100,13.4
2026-06-13 17:01:00,4984,3931,127,93,17.3
2026-06-13 17:02:00,4993,2794,130,105,13.7
2026-06-13 17:03:00,5004,3868,120,85,12.7
2026-06-13 17:04:00,5018,3205,103,95,12.9
2026-06-13 17:05:00,5032,3625,118,99,11.6
2026-06-13 17:06:00,5042,2990,121,95,11.5
2026-06-13 17:07:00,5051,3032,110,110,10.7
2026-06-13 17:08:00,5059,3582,116,70,13.1
2026-06-13 17:09:00,5065,2675,108,92,17.5
2026-06-13 17:10:00,5073,3696,113,85,15.6
2026-06-13 17:11:00,5087,3791,125,84,12.5
2026-06-13 17:12:00,5101,3412,123,108,13.5
2026-06-13 17:13:00,5108,3400,107,83,11.8
2026-06-13 17:14:00,5122,3058,112,100,15.6
2026-06-13 17:15:00,5127,3586,118,77,7.9
2026-06-13 17:16:00,5139,3472,120,102,16.8
2026-06-13 17:17:00,5148,3027,113,90,10.6
2026-06-13 17:18:00,5156,3213,122,87,11.0
2026-06-13 17:19:00,5168,3294,118,72,8.9
2026-06-13 17:20:00,5179,3213,97,87,12.4
2026-06-13 17:21:00,5185,2873,113,82,10.3
2026-06-13 17:22:00,5190,3595,113,111,14.9
2026-06-13 17:23:00,5198,3265,123,91,13.7
2026-06-13 17:24:00,5210,3355,124,83,10.3
2026-06-13 17:25:00,5216,3148,105,82,9.8
2026-06-13 17:26:00,5223,3516,122,74,10.4
2026-06-13 17:27:00,5228,3420,117,108,9.6
2026-06-13 17:28:00,5233,3774,119,105,11.3
2026-06-13 17:29:00,5240,3518,113,89,9.9
2026-06-13 17:30:00,5249,3279,118,116,14.9
2026-06-13 17:31:00,5256,3091,127,90,10.8
2026-06-13 17:32:00,5261,3653,119,103,13.4
2026-06-13 17:33:00,5266,3251,118,97,13.5
2026-06-13 17:34:00,5278,3290,114,83,7.4
2026-06-13 17:35:00,5292,3290,126,92,13.8
2026-06-13 17:36:00,5298,3209,108,94,7.7
2026-06-13 17:37:00,5305,3296,112,74,9.9
2026-06-13 17:38:00,5311,4024,107,93,13.7
2026-06-13 17:39:00,5318,2983,120,104,12.3
2026-06-13 17:40:00,5329,3065,127,82,11.1
2026-06-13 17:41:00,5334,3835,115,87,7.5
2026-06-13 17:42:00,5348,3219,109,77,14.4
2026-06-13 17:43:00,5360,3192,131,84,13.1
2026-06-13 17:44:00,5374,3712,122,85,9.9
2026-06-13 17:45:00,5388,2853,120,109,9.6
2026-06-13 17:46:00,5402,3638,116,86,14.6
2026-06-13 17:47:00,5408,3366,123,84,12.8
2026-06-13 17:48:00,5415,3513,120,89,8.6
2026-06-13 17:49:00,5428,3506,114,70,10.2
2026-06-13 17:50:00,5439,3130,115,62,16.9
2026-06-13 17:51:00,5447,3718,110,73,14.5
2026-06-13 17:52:00,5461,3157,109,94,12.0
2026-06-13 17:53:00,5470,3493,116,90,12.1
2026-06-13 17:54:00,5476,3783,127,100,6.6
2026-06-13 17:55:00,5488,3833,110,72,15.3
2026-06-13 17:56:00,5496,3257,125,88,10.9
2026-06-13 17:57:00,5509,3512,112,71,10.0
2026-06-13 17:58:00,5518,3224,104,93,13.9
2026-06-13 17:59:00,5531,4226,122,73,10.4
2026-06-13 18:00:00,5539,3623,131,87,7.4
2026-06-13 18:01:00,5553,3379,111,92,13.0
2026-06-13 18:02:00,5562,3459,105,85,8.2
2026-06-13 18:03:00,5575,3492,122,63,11.9
2026-06-13 18:04:00,5587,3503,111,110,12.8
2026-06-13 18:05:00,5594,3266,122,84,11.3
2026-06-13 18:06:00,5599,3212,127,71,11.3
2026-06-13 18:07:00,5606,3297,121,99,15.9
2026-06-13 18:08:00,5614,2951,124,100,15.9
2026-06-13 18:09:00,5620,3601,125,86,9.7
2026-06-13 18:10:00,5625,3069,126,108,10.5
2026-06-13 18:11:00,5636,2979,118,81,10.7
2026-06-13 18:12:00,5648,3345,124,92,11.9
2026-06-13 18:13:00,5659,3304,119,96,11.8
2026-06-13 18:14:00,5668,3437,121,108,16.3
2026-06-13 18:15:00,5673,3151,140,67,11.5
2026-06-13 18:16:00,5684,3213,120,118,9.4
2026-06-13 18:17:00,5695,3592,106,104,10.5
2026-06-13 18:18:00,5708,3571,116,95,12.9
2026-06-13 18:19:00,5715,3556,116,80,11.4
2026-06-13 18:20:00,5728,3362,116,79,12.8
2026-06-13 18:21:00,5733,3409,126,93,11.4
2026-06-13 18:22:00,5738,3431,127,96,13.8
2026-06-13 18:23:00,5746,3120,117,94,11.8
2026-06-13 18:24:00,5759,3866,107,92,9.0
2026-06-13 18:25:00,5769,3816,119,95,11.1
2026-06-13 18:26:00,5776,3628,114,64,17.5
2026-06-13 18:27:00,5781,3201,120,87,15.1
2026-06-13 18:28:00,5789,3539,117,73,9.1
2026-06-13 18:29:00,5802,3692,128,90,16.4
2026-06-13 18:30:00,5809,2922,120,106,12.3
2026-06-13 18:31:00,5822,3943,114,79,10.8
2026-06-13 18:32:00,5833,2741,107,81,11.3
2026-06-13 18:33:00,5841,3597,118,80,12.1
2026-06-13 18:34:00,5848,3859,118,81,14.7
2026-06-13 18:35:00,5862,3310,116,97,12.5
